,,,,,,,,,,,,,,,,,,,,,,
Department of Consumer Affairs ( Price Monitoring Division),,,,,,,,,,,,,,,,,,,,,,
Date  03/09/2023 ,Daily Retail Prices Of Essential Commodities,Unit: (₹/Kg.),,,,,,,,,,,,,,,,,,,,
States/UTs,Rice,Wheat,Atta (Wheat),Gram Dal,Tur/Arhar Dal,Urad Dal,Moong Dal,Masoor Dal,Sugar,Milk @,Groundnut Oil (Packed),Mustard Oil (Packed),Vanaspati (Packed),Soya Oil (Packed),Sunflower Oil (Packed),Palm Oil (Packed),Gur,Tea Loose,Salt Pack (Iodised),Potato,Onion,Tomato
Karnataka,55.19,41.58,45.61,87.48,152.16,131.94,121.26,105.55,41.58,50.06,178.32,169.35,122.55,140.23,124.42,98.45,52.03,293.1,19.06,30.55,34.65,32.03
Madhya Pradesh,36.54,27.51,33.49,76.05,142.84,105.38,107.11,90.11,41.95,56.73,191.86,137.59,119.81,114.22,144.58,114.25,47.11,248.59,18.75,20.3,26.43,40.92
Maharashtra,47.58,38.26,42.68,77.89,158.68,121.0,118.32,98.05,43.21,57.74,190.79,160.78,131.42,112.89,127.32,105.13,52.21,292.0,23.63,27.68,31.37,43.79
Meghalaya,42.0,36.67,35.67,77.0,124.33,119.0,114.33,94.33,44.67,73.33,,143.33,135.0,136.67,190.0,130.0,76.67,313.33,30.0,26.0,45.67,60.0
Mizoram,50.0,40.0,45.0,98.0,,,120.0,105.0,50.0,75.0,,190.0,220.0,150.0,,,100.0,520.0,25.0,40.0,60.0,70.0
Odisha,36.86,37.6,39.92,78.36,150.43,113.57,109.71,80.64,43.43,52.29,141.67,138.07,113.38,131.33,116.43,96.86,50.21,274.27,26.36,20.36,32.43,39.0
Puducherry,46.0,39.0,33.0,73.0,168.0,125.0,110.0,87.0,40.0,45.0,205.0,166.0,149.0,,113.0,94.0,49.0,387.0,23.0,29.0,30.0,30.0
Punjab,36.55,24.27,29.73,79.18,141.27,116.36,110.91,96.91,42.45,59.36,195.5,128.64,120.73,119.73,142.4,106.0,51.0,257.36,25.36,20.09,34.64,44.09
Rajasthan,39.33,29.33,31.78,71.44,117.56,106.44,101.56,89.0,40.89,53.0,183.0,151.44,124.67,144.89,157.57,133.33,42.67,293.78,20.78,21.67,24.67,66.56
Sikkim,60.0,36.0,36.0,80.0,135.0,135.0,130.0,110.0,50.0,60.0,,187.0,167.0,,210.0,,66.0,343.0,17.0,28.0,40.0,88.0
Tamil Nadu,56.61,43.52,53.0,82.87,167.26,133.26,119.35,89.35,41.87,45.43,212.09,184.57,126.65,,116.13,93.52,54.35,288.93,24.52,35.39,35.83,27.17
Telangana,51.0,39.5,47.0,73.5,148.5,119.0,107.5,90.0,39.5,57.0,165.0,151.0,97.0,119.0,112.5,93.0,54.0,288.5,21.5,26.5,28.0,32.0
Uttar Pradesh,36.85,25.62,31.92,75.2,139.42,111.08,107.31,91.85,42.17,62.29,192.72,141.0,130.47,134.9,164.0,112.86,48.0,239.78,26.83,20.1,30.61,48.49
Uttarakhand,35.5,25.0,32.0,82.5,133.0,109.5,110.5,96.5,40.5,66.0,160.5,140.5,137.5,140.0,145.0,89.0,51.5,258.5,28.5,19.5,32.0,39.5
West Bengal,41.79,28.57,38.14,75.07,134.36,111.38,116.0,106.0,43.43,54.14,194.5,132.0,112.14,116.71,134.14,102.57,52.0,272.79,20.64,20.64,35.5,54.54
Source:-  State civil supplies Dept.,Note:- All India Consumption Weighted Average Prices of Oils w.e.f 23-Feb-2022 and Wheat and Atta w.e.f 25-Feb-2023,NR -> Not Reported  ,,,,,,,,,,,,,,,,,,,,
Developed by:-  National Informatics Centre(NIC),,,,,,,,,,,,,,,,,,,,,,
